SEQ,TX_TIME_US,RX_TIME_US,LATENCY_US,JITTER_US
2363,17307083,17308323,1240,12
2364,17357684,17358902,1218,22
2365,17408284,17409518,1234,16
2366,17458884,17460112,1228,6
2367,17509483,17510729,1246,18
2368,17560083,17561321,1238,8
2369,17610684,17611936,1252,14
2370,17661284,17662492,1208,44
2371,17711884,17713118,1234,26
2372,17762483,17763695,1212,22
2373,17813083,17814319,1236,24
2374,17863684,17864918,1234,2
2375,17914284,17915511,1227,7
2376,17964884,17966108,1224,3
2377,18015483,18016729,1246,22
2378,18066083,18067289,1206,40
2379,18116684,18117920,1236,30
2380,18167284,18168489,1205,31
2381,18217884,18219114,1230,25
2382,18268483,18269699,1216,14
2383,18319083,18320332,1249,33
2384,18369684,18370902,1218,31
2385,18420284,18421539,1255,37
2386,18470884,18472088,1204,51
2387,18521483,18522709,1226,22
2388,18572083,18573294,1211,15
2389,18622684,18623921,1237,26
2390,18673284,18674497,1213,24
2391,18723884,18725134,1250,37
2392,18774483,18775687,1204,46
2393,18825083,18826324,1241,37
2394,18875684,18876915,1231,10
2395,18926284,18927519,1235,4
2396,18976884,18978096,1212,23
2397,19027483,19028713,1230,18
2398,19078083,19079298,1215,15
2399,19128684,19129921,1237,22
2400,19179284,19180505,1221,16
2401,19229884,19231106,1222,1
2402,19280483,19281687,1204,18
2403,19331083,19332332,1249,45
2404,19381684,19382887,1203,46
2405,19432284,19433515,1231,28
2406,19482884,19484100,1216,15
2407,19533483,19534705,1222,6
2408,19584083,19585286,1203,19
2409,19634684,19635929,1245,42
2410,19685284,19686497,1213,32
2411,19735884,19737127,1243,30
2412,19786483,19787708,1225,18
2413,19837083,19838324,1241,16
2414,19887684,19888891,1207,34
2415,19938284,19939544,1260,53
2416,19988884,19990117,1233,27
2417,20039483,20040718,1235,2
2418,20090083,20091295,1212,23
2419,20140684,20141918,1234,22
2420,20191284,20192514,1230,4
2421,20241884,20243116,1232,2
2422,20292483,20293701,1218,14
2423,20343083,20344317,1234,16
2424,20393684,20394888,1204,30
2425,20444284,20445512,1228,24
2426,20494884,20496101,1217,11
2427,20545483,20546714,1231,14
2428,20596083,20597299,1216,15
2429,20646684,20647930,1246,30
2430,20697284,20698506,1222,24
2431,20747884,20749112,1228,6
2432,20798483,20799709,1226,2
2433,20849083,20850321,1238,12
2434,20899684,20900900,1216,22
2435,20950284,20951525,1241,25
2436,21000884,21002098,1214,27
2437,21051483,21052715,1232,18
2438,21102083,21103307,1224,8
2439,21152684,21153910,1226,2
2440,21203284,21204499,1215,11
2441,21253884,21255120,1236,21
2442,21304483,21305693,1210,26
2443,21355083,21356314,1231,21
2444,21405684,21406900,1216,15
2445,21456284,21457513,1229,13
2446,21506884,21508090,1206,23
2447,21557483,21558748,1265,59
2448,21608083,21609289,1206,59
2449,21658684,21659947,1263,57
2450,21709284,21710503,1219,44
2451,21759884,21761121,1237,18
2452,21810483,21811709,1226,11
2453,21861083,21862306,1223,3
2454,21911684,21912885,1201,22
2455,21962284,21963525,1241,40
2456,22012884,22014095,1211,30
2457,22063483,22064712,1229,18
2458,22114083,22115296,1213,16
2459,22164684,22165904,1220,7
2460,22215284,22216496,1212,8
2461,22265884,22267125,1241,29
2462,22316483,22317702,1219,22
2463,22367083,22368335,1252,33
2464,22417684,22418905,1221,31
2465,22468284,22469502,1218,3
2466,22518884,22520115,1231,13
2467,22569483,22570732,1249,18
2468,22620083,22621293,1210,39
2469,22670684,22671907,1223,13
2470,22721284,22722500,1216,7
2471,22771884,22773113,1229,13
2472,22822483,22823702,1219,10
2473,22873083,22874323,1240,21
2474,22923684,22924890,1206,34
2475,22974284,22975506,1222,16
2476,23024884,23026100,1216,6
2477,23075483,23076721,1238,22
2478,23126083,23127309,1226,12
2479,23176684,23177904,1220,6
2480,23227284,23228488,1204,16
2481,23277884,23279134,1250,46
2482,23328483,23329699,1216,34
2483,23379083,23380307,1224,8
2484,23429684,23430907,1223,1
2485,23480284,23481503,1219,4
2486,23530884,23532132,1248,29
2487,23581483,23582713,1230,18
2488,23632083,23633298,1215,15
2489,23682684,23683916,1232,17
2490,23733284,23734505,1221,11
2491,23783884,23785106,1222,1
2492,23834483,23835691,1208,14
2493,23885083,23886316,1233,25
2494,23935684,23936914,1230,3
2495,23986284,23987539,1255,25
2496,24036884,24038112,1228,27
2497,24087483,24088713,1230,2
2498,24138083,24139306,1223,7
2499,24188684,24189929,1245,22
2500,24239284,24240485,1201,44
2501,24289884,24291115,1231,30
2502,24340483,24341703,1220,11
2503,24391083,24392304,1221,1
2504,24441684,24442887,1203,18
2505,24492284,24493511,1227,24
2506,24542884,24544136,1252,25
2507,24593483,24594713,1230,22
2508,24644083,24645310,1227,3
2509,24694684,24695917,1233,6
2510,24745284,24746489,1205,28
2511,24795884,24797122,1238,33
2512,24846483,24847696,1213,25
2513,24897083,24898320,1237,24
2514,24947684,24948911,1227,10
2515,24998284,24999516,1232,5
2516,25048884,25050101,1217,15
2517,25099483,25100722,1239,22
2518,25150083,25151318,1235,4
2519,25200684,25201917,1233,2
2520,25251284,25252502,1218,15
2521,25301884,25303131,1247,29
2522,25352483,25353712,1229,18
2523,25403083,25404317,1234,5
2524,25453684,25454887,1203,31
2525,25504284,25505519,1235,32
2526,25554884,25556129,1245,10
2527,40202,41460,1258,13
2528,90802,92021,1219,39
2529,141403,142640,1237,18
2530,192003,193236,1233,4
2531,242603,243849,1246,13
2532,293202,294438,1236,10
2533,343802,345055,1253,17
2534,394403,395622,1219,34
2535,445003,446230,1227,8
2536,495603,496811,1208,19
2537,546202,547441,1239,31
2538,596802,598005,1203,36
2539,647403,648644,1241,38
2540,698003,699209,1206,35
2541,748603,749838,1235,29
2542,799202,800423,1221,14
2543,849802,851040,1238,17
2544,900403,901614,1211,27
2545,951003,952239,1236,25
2546,1001603,1002824,1221,15
2547,1052202,1053449,1247,26
2548,1102802,1104014,1212,35
2549,1153403,1154644,1241,29
2550,1204003,1205220,1217,24
2551,1254603,1255834,1231,14
2552,1305202,1306559,1357,126
2553,1355802,1359676,3874,2517
2554,1406403,1407691,1288,2586
2555,1457003,1460731,3728,2440
2556,1507603,1508820,1217,2511
2557,1558203,1559429,1226,9
2558,1608802,1610066,1264,38
2559,1659402,1660671,1269,5
2560,1710003,1711326,1323,54
2561,1760603,1761874,1271,52
2562,1811203,1812431,1228,43
2563,1861802,1863072,1270,42
2564,1912402,1913621,1219,51
2565,1963003,1964268,1265,46
2566,2013603,2014832,1229,36
2567,2064203,2065449,1246,17
2568,2114802,2116027,1225,21
2569,2165402,2166659,1257,32
2570,2216003,2217226,1223,34
2571,2266603,2267842,1239,16
2572,2317203,2318475,1272,33
2573,2367802,2369121,1319,47
2574,2418402,2419633,1231,88
2575,2469003,2470248,1245,14
2576,2519603,2520829,1226,19
2577,2570203,2571438,1235,9
2578,2620802,2622031,1229,6
2579,2671402,2672644,1242,13
2580,2722003,2723222,1219,23
2581,2772603,2773839,1236,17
2582,2823203,2824440,1237,1
2583,2873802,2875037,1235,2
2584,2924402,2925630,1228,7
2585,2975003,2976241,1238,10
2586,3025603,3026829,1226,12
2587,3076203,3077466,1263,37
2588,3126802,3128027,1225,38
2589,3177402,3178672,1270,45
2590,3228003,3229223,1220,50
2591,3278603,3279907,1304,84
2592,3329203,3330476,1273,31
2593,3379802,3381113,1311,38
2594,3430402,3431658,1256,55
2595,3481003,3482241,1238,18
2596,3531603,3532821,1218,20
2597,3582203,3583490,1287,69
2598,3632802,3634027,1225,62
2599,3683402,3684636,1234,9
2600,3734003,3735231,1228,6
2601,3784603,3785851,1248,20
2602,3835203,3836421,1218,30
2603,3885802,3887046,1244,26
2604,3936402,3937626,1224,20
2605,3987003,3988245,1242,18
2606,4037603,4038810,1207,35
2607,4088203,4089443,1240,33
2608,4138802,4140036,1234,6
2609,4189402,4190665,1263,29
2610,4240003,4241243,1240,23
2611,4290603,4291868,1265,25
2612,4341203,4342441,1238,27
2613,4391802,4393086,1284,46
2614,4442402,4443642,1240,44
2615,4493003,4494237,1234,6
2616,4543603,4544814,1211,23
2617,4594203,4595439,1236,25
2618,4644802,4646020,1218,18
2619,4695402,4696637,1235,17
2620,4746003,4747232,1229,6
2621,4796603,4797852,1249,20
2622,4847203,4848441,1238,11
2623,4897802,4899062,1260,22
2624,4948402,4949639,1237,23
2625,4999003,5000238,1235,2
2626,5049603,5050818,1215,20
2627,5100203,5101435,1232,17
2628,5150802,5152037,1235,3
2629,5201402,5202673,1271,36
2630,5252003,5253236,1233,38
2631,5302603,5303861,1258,25
2632,5353203,5354414,1211,47
2633,5403802,5405043,1241,30
2634,5454402,5455619,1217,24
2635,5505003,5506242,1239,22
2636,5555603,5556822,1219,20
2637,5606203,5607448,1245,26
2638,5656802,5658025,1223,22
2639,5707402,5708626,1224,1
2640,5758003,5759216,1213,11
2641,5808603,5809840,1237,24
2642,5859203,5860414,1211,26
2643,5909802,5911047,1245,34
2644,5960402,5961631,1229,16
2645,6011003,6012227,1224,5
2646,6061603,6062827,1224,0
2647,6112203,6113432,1229,5
2648,6162802,6164037,1235,6
2649,6213402,6214654,1252,17
2650,6264003,6265229,1226,26
2651,6314603,6315833,1230,4
2652,6365203,6366458,1255,25
2653,6415802,6417047,1245,10
2654,6466402,6467624,1222,23
2655,6517003,6518271,1268,46
2656,6567603,6568823,1220,48
2657,6618203,6619452,1249,29
2658,6668802,6670013,1211,38
2659,6719402,6720630,1228,17
2660,6770003,6771213,1210,18
2661,6820603,6821849,1246,36
2662,6871203,6872431,1228,18
2663,6921802,6923028,1226,2
2664,6972402,6973616,1214,12
2665,7023003,7024247,1244,30
2666,7073603,7074815,1212,32
2667,7124203,7125432,1229,17
2668,7174802,7176014,1212,17
2669,7225402,7226666,1264,52
2670,7276003,7277217,1214,50
2671,7326603,7327830,1227,13
2672,7377203,7378427,1224,3
2673,7427802,7429040,1238,14
2674,7478402,7479629,1227,11
2675,7529003,7530247,1244,17
2676,7579603,7580804,1201,43
2677,7630203,7631433,1230,29
2678,7680802,7682014,1212,18
2679,7731402,7732651,1249,37
2680,7782003,7783229,1226,23
2681,7832603,7833838,1235,9
2682,7883203,7884411,1208,27
2683,7933802,7935044,1242,34
2684,7984402,7985641,1239,3
2685,8035003,8036244,1241,2
2686,8085603,8086836,1233,8
2687,8136203,8137465,1262,29
2688,8186802,8188035,1233,29
2689,8237402,8238643,1241,8
2690,8288003,8289234,1231,10
2691,8338603,8339838,1235,4
2692,8389203,8390436,1233,2
2693,8439802,8441060,1258,25
2694,8490402,8491621,1219,39
2695,8541003,8542232,1229,10
2696,8591603,8592816,1213,16
2697,8642203,8643433,1230,17
2698,8692802,8694018,1216,14
2699,8743402,8744631,1229,13
2700,8794003,8795222,1219,10
2701,8844603,8845846,1243,24
2702,8895203,8896404,1201,42
2703,8945802,8947053,1251,50
2704,8996402,8997625,1223,28
2705,9047003,9048224,1221,2
2706,9097603,9098821,1218,3
2707,9148203,9149434,1231,13
2708,9198802,9200015,1213,18
2709,9249402,9250628,1226,13
2710,9300003,9301222,1219,7
2711,9350603,9351831,1228,9
2712,9401203,9402408,1205,23
2713,9451802,9453049,1247,42
2714,9502402,9503634,1232,15
2715,9553003,9554257,1254,22
2716,9603603,9604873,1270,16
2717,9654203,9657494,3291,2021
2718,9704802,9705983,1181,2110
2719,9755402,9759112,3710,2529
2720,9806003,9807227,1224,2486
2721,9856603,9857823,1220,4
2722,9907203,9908408,1205,15
2723,9957803,9959045,1242,37
2724,10008402,10009618,1216,26
2725,10059002,10060243,1241,25
2726,10109603,10110818,1215,26
2727,10160203,10161426,1223,8
2728,10210803,10212015,1212,11
2729,10261402,10262640,1238,26
2730,10312002,10313209,1207,31
2731,10362603,10363844,1241,34
2732,10413203,10414468,1265,24
2733,10463803,10465049,1246,19
2734,10514402,10515630,1228,18
2735,10565002,10566259,1257,29
2736,10615603,10616822,1219,38
2737,10666203,10667430,1227,8
2738,10716803,10718027,1224,3
2739,10767402,10768649,1247,23
2740,10818002,10819205,1203,44
2741,10868603,10869824,1221,18
2742,10919203,10920413,1210,11
2743,10969803,10971026,1223,13
2744,11020402,11021619,1217,6
2745,11071002,11072248,1246,29
2746,11121603,11122806,1203,43
2747,11172203,11173434,1231,28
2748,11222803,11224020,1217,14
2749,11273402,11274649,1247,30
2750,11324002,11325230,1228,19
2751,11374603,11375841,1238,10
2752,11425203,11426445,1242,4
2753,11475803,11477034,1231,11
2754,11526402,11527619,1217,14
2755,11577002,11578259,1257,40
2756,11627603,11628807,1204,53
2757,11678203,11679431,1228,24
2758,11728803,11730020,1217,11
2759,11779402,11780633,1231,14
2760,11830002,11831238,1236,5
2761,11880603,11881828,1225,11
2762,11931203,11932401,1198,27
2763,11981803,11983034,1231,33
2764,12032402,12033615,1213,18
2765,12083002,12084260,1258,45
2766,12133603,12134819,1216,42
2767,12184203,12185443,1240,24
2768,12234803,12236013,1210,30
2769,12285402,12286634,1232,22
2770,12336002,12337230,1228,4
2771,12386603,12387841,1238,10
2772,12437203,12438457,1254,16
2773,12487803,12489019,1216,38
2774,12538402,12539628,1226,10
2775,12589002,12590348,1346,120
2776,12639603,12640815,1212,134
2777,12690203,12691443,1240,28
2778,12740803,12742005,1202,38
2779,12791402,12792622,1220,18
2780,12842002,12843222,1220,0
2781,12892603,12893829,1226,6
2782,12943203,12944426,1223,3
2783,12993803,12995051,1248,25
2784,13044402,13045620,1218,30
2785,13095002,13096225,1223,5
2786,13145603,13146880,1277,54
2787,13196203,13197424,1221,56
2788,13246803,13248013,1210,11
2789,13297402,13298634,1232,22
2790,13348002,13349215,1213,19
2791,13398603,13399825,1222,9
2792,13449203,13450434,1231,9
2793,13499803,13501031,1228,3
2794,13550402,13551608,1206,22
2795,13601002,13602229,1227,21
2796,13651603,13652824,1221,6
2797,13702203,13703428,1225,4
2798,13752803,13754001,1198,27
2799,13803402,13804639,1237,39
2800,13854002,13855219,1217,20
2801,13904603,13905838,1235,18
2802,13955203,13956442,1239,4
2803,14005803,14007044,1241,2
2804,14056402,14057604,1202,39
2805,14107002,14108245,1243,41
2806,14157603,14158852,1249,6
2807,14208203,14209424,1221,28
2808,14258803,14260013,1210,11
2809,14309402,14310638,1236,26
2810,14360002,14361235,1233,3
2811,14410603,14411858,1255,22
2812,14461203,14462438,1235,20
2813,14511803,14513036,1233,2
2814,14562402,14563633,1231,2
2815,14613002,14614273,1271,40
2816,14663603,14664848,1245,26
2817,14714203,14715441,1238,7
2818,14764803,14766030,1227,11
2819,14815402,14816639,1237,10
2820,14866002,14867216,1214,23
2821,14916603,14917854,1251,37
2822,14967203,14968451,1248,3
2823,15017803,15019040,1237,11
2824,15068402,15069617,1215,22
2825,15119002,15120246,1244,29
2826,15169603,15170817,1214,30
2827,15220203,15221441,1238,24
2828,15270803,15272026,1223,15
2829,15321402,15322639,1237,14
2830,15372002,15373220,1218,19
2831,15422603,15423835,1232,14
2832,15473203,15474423,1220,12
2833,15523803,15525036,1233,13
2834,15574402,15575633,1231,2
2835,15625002,15626254,1252,21
2836,15675603,15676821,1218,34
2837,15726203,15727433,1230,12
2838,15776803,15778022,1219,11
2839,15827402,15828644,1242,23
2840,15878002,15879216,1214,28
2841,15928603,15929843,1240,26
2842,15979203,15980412,1209,31
2843,16029803,16031061,1258,49
2844,16080402,16081634,1232,26
2845,16131002,16132246,1244,12
2846,16181603,16182841,1238,6
2847,16232203,16233474,1271,33
2848,16282803,16284015,1212,59
2849,16333402,16334636,1234,22
2850,16384002,16385233,1231,3
2851,16434603,16435843,1240,9
2852,16485203,16486436,1233,7
2853,16535803,16537053,1250,17
2854,16586402,16587626,1224,26
2855,16637002,16638271,1269,45
2856,16687603,16688830,1227,42
2857,16738203,16739442,1239,12
2858,16788803,16790023,1220,19
2859,16839402,16840660,1258,38
2860,16890002,16891221,1219,39
2861,16940603,16941852,1249,30
2862,16991203,16992408,1205,44
2863,17041803,17043041,1238,33
2864,17092402,17093622,1220,18
2865,17143002,17144243,1241,21
2866,17193603,17194826,1223,18
2867,17244203,17245446,1243,20
2868,17294803,17296023,1220,23
2869,17345402,17346608,1206,14
2870,17396002,17397213,1211,5
2871,17446603,17447828,1225,14
2872,17497203,17498432,1229,4
2873,17547803,17549038,1235,6
2874,17598402,17599615,1213,22
2875,17649002,17650251,1249,36
2876,17699603,17700814,1211,38
2877,17750203,17751426,1223,12
2878,17800803,17802032,1229,6
2879,17851402,17852649,1247,18
2880,17902002,17903238,1236,11
2881,17952603,17953840,1237,1
2882,18003203,18004408,1205,32
2883,18053803,18055026,1223,18
2884,18104402,18105615,1213,10
2885,18155002,18156255,1253,40
2886,18205603,18206802,1199,54
2887,18256203,18257423,1220,21
2888,18306803,18308016,1213,7
2889,18357402,18358661,1259,46
2890,18408002,18409234,1232,27
2891,18458603,18459829,1226,6
2892,18509203,18510409,1206,20
2893,18559803,18561042,1239,33
2894,18610402,18611627,1225,14
2895,18661002,18662268,1266,41
2896,18711603,18712823,1220,46
2897,18762203,18763423,1220,0
2898,18812803,18814024,1221,1
2899,18863402,18864645,1243,22
2900,18914002,18915218,1216,27
2901,18964603,18965833,1230,14
2902,19015203,19016417,1214,16
2903,19065803,19067038,1235,21
2904,19116402,19117608,1206,29
2905,19167002,19168236,1234,28
2906,19217603,19218815,1212,22
2907,19268203,19269427,1224,12
2908,19318803,19320029,1226,2
2909,19369402,19370617,1215,11
2910,19420002,19421214,1212,3
2911,19470603,19471845,1242,30
2912,19521203,19522401,1198,44
2913,19571803,19573019,1216,18
2914,19622402,19623612,1210,6
2915,19673002,19674256,1254,44
2916,19723603,19724815,1212,42
2917,19774203,19775427,1224,12
2918,19824803,19826041,1238,14
2919,19875402,19876642,1240,2
2920,19926002,19927222,1220,20
2921,19976603,19977825,1222,2
2922,20027203,20028402,1199,23
2923,20077803,20079019,1216,17
2924,20128402,20129632,1230,14
2925,20179002,20180245,1243,13
2926,20229603,20230815,1212,31
2927,20280203,20281420,1217,5
2928,20330803,20332013,1210,7
2929,20381402,20382638,1236,26
2930,20432002,20433211,1209,27
2931,20482603,20483834,1231,22
2932,20533203,20534402,1199,32
2933,20583803,20585031,1228,29
2934,20634402,20635616,1214,14
2935,20685002,20686249,1247,33
2936,20735603,20736808,1205,42
2937,20786203,20787440,1237,32
2938,20836803,20838037,1234,3
2939,20887402,20888638,1236,2
2940,20938002,20939247,1245,9
2941,20988603,20989842,1239,6
2942,21039203,21040430,1227,12
2943,21089803,21091051,1248,21
2944,21140402,21141617,1215,33
2945,21191002,21192341,1339,124
2946,21241603,21242832,1229,110
2947,21292203,21293437,1234,5
2948,21342803,21344006,1203,31
2949,21393402,21394639,1237,34
2950,21444002,21445216,1214,23
2951,21494603,21495835,1232,18
2952,21545203,21546415,1212,20
2953,21595803,21597028,1225,13
2954,21646402,21647613,1211,14
2955,21697002,21698222,1220,9
2956,21747603,21748809,1206,14
2957,21798203,21799429,1226,20
2958,21848803,21850043,1240,14
2959,21899402,21900624,1222,18
2960,21950002,21951212,1210,12
2961,22000603,22001815,1212,2
2962,22051203,22052423,1220,8
2963,22101803,22103037,1234,14
2964,22152402,22153618,1216,18
2965,22203002,22204222,1220,4
2966,22253603,22254821,1218,2
2967,22304203,22305429,1226,8
2968,22354803,22356026,1223,3
2969,22405402,22406644,1242,19
2970,22456002,22457204,1202,40
2971,22506603,22507827,1224,22
2972,22557203,22558416,1213,11
2973,22607803,22609041,1238,25
2974,22658402,22659618,1216,22
2975,22709002,22710263,1261,45
2976,22759603,22760817,1214,47
2977,22810203,22811438,1235,21
2978,22860803,22862019,1216,19
2979,22911402,22912620,1218,2
2980,22962002,22963213,1211,7
2981,23012603,23013832,1229,18
2982,23063203,23064420,1217,12
2983,23113803,23115037,1234,17
2984,23164402,23165614,1212,22
2985,23215002,23216231,1229,17
2986,23265603,23266822,1219,10
2987,23316203,23317422,1219,0
2988,23366803,23368007,1204,15
2989,23417402,23418632,1230,26
2990,23468002,23469201,1199,31
2991,23518603,23519816,1213,14
2992,23569203,23570420,1217,4
2993,23619803,23621033,1230,13
2994,23670402,23671630,1228,2
2995,23721002,23722227,1225,3
2996,23771603,23772814,1211,14
2997,23822203,23823430,1227,16
2998,23872803,23874016,1213,14
2999,23923402,23924629,1227,14
3000,23974002,23975221,1219,8
3001,24024603,24025832,1229,10
3002,24075203,24076404,1201,28
3003,24125803,24127030,1227,26
3004,24176402,24177635,1233,6
3005,24227002,24228223,1221,12
3006,24277603,24278814,1211,10
3007,24328203,24329435,1232,21
3008,24378803,24380024,1221,11
3009,24429402,24430633,1231,10
3010,24480002,24481214,1212,19
3011,24530603,24531828,1225,13
3012,24581203,24582409,1206,19
3013,24631803,24633034,1231,25
3014,24682402,24683627,1225,6
3015,24733002,24734236,1234,9
3016,24783603,24784803,1200,34
3017,24834203,24835451,1248,48
3018,24884803,24886032,1229,19
3019,24935402,24936653,1251,22
3020,24986002,24987230,1228,23
3021,25036603,25037853,1250,22
3022,25087203,25088421,1218,32
3023,25137803,25139035,1232,14
3024,25188402,25189624,1222,10
3025,25239002,25240228,1226,4
3026,25289603,25290823,1220,6
3027,25340203,25341440,1237,17
3028,25390803,25392021,1218,19
3029,25441402,25442622,1220,2
3030,25492002,25493227,1225,5
3031,25542603,25543837,1234,9
3032,27921,29144,1223,11
3033,78521,79745,1224,1
3034,129120,130359,1239,15
3035,179720,180975,1255,16
3036,230321,231542,1221,34
3037,280921,282154,1233,12
3038,331521,332772,1251,18
3039,382120,383336,1216,35
3040,432720,433941,1221,5
3041,483321,484564,1243,22
3042,533921,535132,1211,32
3043,584521,585750,1229,18
3044,635120,636335,1215,14
3045,685720,686947,1227,12
3046,736321,737535,1214,13
3047,786921,788187,1266,52
3048,837521,838740,1219,47
3049,888120,889353,1233,14
3050,938720,939937,1217,16
3051,989321,990544,1223,6
3052,1039921,1041145,1224,1
3053,1090521,1091754,1233,9
3054,1141120,1142335,1215,18
3055,1191720,1192956,1236,21
3056,1242321,1243534,1213,23
3057,1292921,1294155,1234,21
3058,1343521,1344780,1259,25
3059,1394120,1395349,1229,30
3060,1444720,1445938,1218,11
3061,1495321,1496541,1220,2
3062,1545921,1547133,1212,8
3063,1596521,1597758,1237,25
3064,1647120,1648351,1231,6
3065,1697720,1698956,1236,5
3066,1748321,1749527,1206,30
3067,1798921,1800155,1234,28
3068,1849521,1850744,1223,11
3069,1900120,1901361,1241,18
3070,1950720,1951954,1234,7
3071,2001321,2002553,1232,2
3072,2051921,2053157,1236,4
3073,2102521,2103766,1245,9
3074,2153120,2154356,1236,9
3075,2203720,2204960,1240,4
3076,2254321,2255535,1214,26
3077,2304921,2306147,1226,12
3078,2355521,2356772,1251,25
3079,2406120,2407366,1246,5
3080,2456720,2457950,1230,16
3081,2507321,2508585,1264,34
3082,2557921,2559138,1217,47
3083,2608521,2609747,1226,9
3084,2659120,2660368,1248,22
3085,2709720,2710961,1241,7
3086,2760321,2761535,1214,27
3087,2810921,2812163,1242,28
3088,2861521,2862733,1212,30
3089,2912120,2913354,1234,22
3090,2962720,2963971,1251,17
3091,3013321,3014554,1233,18
3092,3063921,3065134,1213,20
3093,3114521,3115771,1250,37
3094,3165120,3166352,1232,18
3095,3215720,3216937,1217,15
3096,3266321,3267552,1231,14
3097,3316921,3318164,1243,12
3098,3367521,3368733,1212,31
3099,3418120,3419386,1266,54
3100,3468720,3469931,1211,55
3101,3519321,3520594,1273,62
3102,3569921,3571154,1233,40
3103,3620521,3621775,1254,21
3104,3671120,3672340,1220,34
3105,3721720,3722957,1237,17
3106,3772321,3773532,1211,26
3107,3822921,3824144,1223,12
3108,3873521,3874746,1225,2
3109,3924120,3925355,1235,10
3110,3974720,3975943,1223,12
3111,4025321,4026554,1233,10
3112,4075921,4077142,1221,12
3113,4126521,4127772,1251,30
3114,4177120,4178349,1229,22
3115,4227720,4228982,1262,33
3116,4278321,4279556,1235,27
3117,4328921,4330149,1228,7
3118,4379521,4380746,1225,3
3119,4430120,4431395,1275,50
3120,4480720,4481960,1240,35
3121,4531321,4532591,1270,30
3122,4581921,4583151,1230,40
3123,4632521,4633760,1239,9
3124,4683120,4684349,1229,10
3125,4733720,4734962,1242,13
3126,4784321,4785589,1268,26
3127,4834921,4836185,1264,4
3128,4885521,4886738,1217,47
3129,4936120,4937347,1227,10
3130,4986720,4987944,1224,3
3131,5037321,5038563,1242,18
3132,5087921,5089143,1222,20
3133,5138521,5139740,1219,3
3134,5189120,5190354,1234,15
3135,5239720,5240958,1238,4
3136,5290321,5291557,1236,2
3137,5340921,5342162,1241,5
3138,5391521,5392743,1222,19
3139,5442120,5443352,1232,10
3140,5492720,5493941,1221,11
3141,5543321,5544575,1254,33
3142,5593921,5595143,1222,32
3143,5644521,5645765,1244,22
3144,5695120,5696330,1210,34
3145,5745720,5746970,1250,40
3146,5796321,5797542,1221,29
3147,5846921,5848150,1229,8
3148,5897521,5898767,1246,17
3149,5948120,5949368,1248,2
3150,5998720,5999948,1228,20
3151,6049321,6050556,1235,7
3152,6099921,6101128,1207,28
3153,6150521,6151753,1232,25
3154,6201120,6202366,1246,14
3155,6251720,6252967,1247,1
3156,6302321,6303541,1220,27
3157,6352921,6354162,1241,21
3158,6403521,6404739,1218,23
3159,6454120,6455364,1244,26
3160,6504720,6505981,1261,17
3161,6555321,6556608,1287,26
3162,6605921,6607136,1215,72
3163,6656521,6657754,1233,18
3164,6707120,6708343,1223,10
3165,6757720,6758951,1231,8
3166,6808321,6809546,1225,6
3167,6858921,6860158,1237,12
3168,6909521,6910724,1203,34
3169,6960120,6961369,1249,46
3170,7010720,7011954,1234,15
3171,7061321,7062560,1239,5
3172,7111921,7113133,1212,27
3173,7162521,7163734,1213,1
3174,7213120,7214343,1223,10
3175,7263720,7264951,1231,8
3176,7314321,7315522,1201,30
3177,7364921,7366155,1234,33
3178,7415521,7416728,1207,27
3179,7466120,7467345,1225,18
3180,7516720,7517950,1230,5
3181,7567321,7568596,1275,45
3182,7617921,7619157,1236,39
3183,7668521,7669766,1245,9
3184,7719120,7720347,1227,18
3185,7769720,7770972,1252,25
3186,7820321,7821539,1218,34
3187,7870921,7872147,1226,8
3188,7921521,7922756,1235,9
3189,7972120,7973370,1250,15
3190,8022720,8023938,1218,32
3191,8073321,8074585,1264,46
3192,8123921,8125129,1208,56
3193,8174521,8175763,1242,34
3194,8225120,8226360,1240,2
3195,8275720,8276973,1253,13
3196,8326321,8327543,1222,31
3197,8376921,8378171,1250,28
3198,8427521,8428760,1239,11
3199,8478120,8479365,1245,6
3200,8528720,8529962,1242,3
3201,8579321,8580586,1265,23
3202,8629921,8631146,1225,40
3203,8680521,8681763,1242,17
3204,8731120,8732352,1232,10
3205,8781720,8782972,1252,20
3206,8832321,8833551,1230,22
3207,8882921,8884140,1219,11
3208,8933521,8934729,1208,11
3209,8984120,8985374,1254,46
3210,9034720,9035955,1235,19
3211,9085321,9086537,1216,19
3212,9135921,9137130,1209,7
3213,9186521,9187751,1230,21
3214,9237120,9238336,1216,14
3215,9287720,9288949,1229,13
3216,9338321,9339536,1215,14
3217,9388921,9390140,1219,4
3218,9439521,9440738,1217,2
3219,9490120,9491351,1231,14
3220,9540720,9541931,1211,20
3221,9591321,9592562,1241,30
3222,9641921,9643158,1237,4
3223,9692521,9693736,1215,22
3224,9743120,9744337,1217,2
3225,9793720,9794953,1233,16
3226,9844321,9845528,1207,26
3227,9894921,9896152,1231,24
3228,9945521,9946733,1212,19
3229,9996120,9997351,1231,19
3230,10046720,10047943,1223,8
3231,10097321,10098562,1241,18
3232,10147921,10149131,1210,31
3233,10198521,10199752,1231,21
3234,10249120,10250337,1217,14
3235,10299720,10300950,1230,13
3236,10350321,10351528,1207,23
3237,10400921,10402145,1224,17
3238,10451521,10452742,1221,3
3239,10502120,10503371,1251,30
